500 5000
335 455 1
335 481 2
336 346 3
336 373 3
336 401 3
336 457 -1
336 478 2
336 479 1
336 480 1
337 351 1
337 359 1
337 385 -1
337 455 -1
337 465 1
337 467 -1
337 480 1
338 345 1
338 400 2
338 413 2
338 455 2
338 466 3
338 484 2
339 352 3
339 392 1
339 428 -1
339 433 1
339 484 3
339 499 -1
340 356 2
340 428 1
340 479 1
340 483 1
341 370 -1
341 418 2
341 453 -1
341 460 3
341 477 2
342 384 3
342 440 1
342 452 2
342 479 2
342 497 3
343 364 -1
343 367 2
343 387 2
343 388 -1
343 407 2
343 463 2
344 347 2
344 439 1
345 376 1
345 395 -1
345 396 2
345 406 2
346 376 1
346 411 -1
346 426 -1
346 456 2
346 473 2
346 479 3
347 391 1
347 397 -1
347 436 2
347 462 3
347 476 2
347 482 2
348 381 2
348 404 -1
348 405 -1
348 419 2
348 448 1
348 490 2
348 496 2
349 390 2
349 411 2
349 421 1
349 427 2
349 450 1
349 462 2
349 469 1
349 484 -1
350 382 -1
350 447 2
350 467 1
350 469 3
350 470 -1
350 493 3
351 358 2
351 361 3
351 415 2
351 428 2
351 451 1
351 493 1
352 377 1
352 470 2
353 380 1
353 445 -1
353 451 2
353 466 -1
353 476 3
354 395 1
354 408 3
354 484 2
354 499 3
355 375 3
355 377 2
355 424 3
355 462 1
355 479 3
355 483 2
356 373 1
356 408 1
356 418 -1
356 438 -1
356 451 1
356 493 3
357 370 3
357 377 -1
357 379 3
357 390 2
357 397 3
357 410 2
357 411 2
357 458 3
357 494 3
358 393 3
358 417 -1
358 436 1
358 495 3
359 388 -1
359 390 2
359 397 -1
359 402 3
359 403 2
359 429 1
359 453 1
359 473 3
359 486 1
359 487 2
360 361 2
360 377 3
360 390 -1
360 404 3
360 412 1
360 416 2
360 420 1
360 440 1
360 472 1
360 499 -1
361 364 3
361 375 -1
361 378 3
361 390 3
361 399 3
361 464 3
361 470 2
361 484 2
361 498 -1
362 373 -1
362 420 3
362 488 2
362 497 2
362 498 2
362 499 2
363 364 3
363 365 1
363 407 2
363 444 1
363 468 -1
363 477 2
363 491 -1
364 371 3
364 378 3
364 380 2
364 419 2
364 455 2
364 463 2
365 433 -1
365 455 2
365 462 -1
365 471 -1
365 500 -1
366 373 -1
366 428 -1
366 432 3
366 491 2
367 372 2
367 378 -1
367 382 1
367 383 2
367 399 3
367 410 -1
367 466 2
367 482 -1
368 371 1
368 396 1
368 427 3
369 408 2
369 489 -1
370 381 1
370 397 2
370 428 -1
370 439 3
370 444 -1
370 449 1
370 460 2
370 473 3
371 437 2
371 457 2
371 465 3
372 394 -1
372 416 1
372 421 3
372 435 2
373 384 3
373 407 3
373 409 -1
373 416 1
373 447 -1
373 458 1
373 471 -1
374 388 3
374 410 -1
374 435 3
375 381 2
375 384 3
375 390 2
375 430 2
375 448 3
375 452 3
375 483 1
375 496 -1
376 427 3
376 453 3
377 387 2
377 397 2
377 423 -1
377 486 2
377 487 2
378 398 2
378 412 -1
378 416 3
378 423 3
378 443 1
379 392 -1
379 464 2
379 491 3
379 493 2
380 401 3
381 444 -1
381 457 2
381 488 3
381 489 2
382 391 1
382 475 -1
383 389 1
383 406 3
383 412 2
383 447 2
383 456 3
383 489 2
383 496 3
384 385 2
384 424 -1
384 437 2
384 441 3
384 500 2
385 397 2
385 484 -1
385 495 1
386 407 3
386 427 2
386 461 2
386 482 3
386 484 -1
386 490 1
387 433 3
387 467 -1
388 467 1
388 482 1
388 495 3
388 499 1
389 449 3
389 453 3
390 394 1
390 404 -1
390 448 3
390 472 3
390 475 3
391 434 1
391 445 3
391 472 -1
392 422 3
392 450 1
392 452 1
393 400 -1
393 416 -1
393 420 3
393 427 2
393 466 2
393 500 1
394 417 1
394 460 2
395 416 2
395 439 -1
395 442 2
395 463 1
395 493 1
395 500 -1
396 405 -1
396 420 3
396 445 1
396 466 -1
397 413 3
397 416 2
397 428 2
397 438 3
397 461 -1
397 483 3
397 497 3
398 416 -1
398 432 1
398 439 2
398 442 2
398 463 1
398 474 3
399 431 2
399 464 3
399 473 1
399 476 2
400 456 3
400 470 -1
400 474 -1
400 484 3
401 402 -1
401 434 1
402 450 1
402 483 1
402 500 2
403 409 1
403 432 2
403 444 -1
403 484 -1
403 498 3
405 439 -1
405 467 1
405 471 3
405 478 1
406 416 1
406 441 3
406 445 -1
407 441 3
407 450 1
407 474 -1
407 477 2
408 415 1
408 466 -1
408 493 1
408 499 2
409 450 1
409 465 -1
410 429 2
411 420 1
411 441 1
412 459 -1
413 416 3
413 425 -1
414 435 1
414 481 3
414 489 2
415 445 -1
415 459 3
415 498 -1
416 422 1
416 457 -1
416 484 3
416 500 1
417 436 2
417 441 2
417 444 -1
417 452 -1
417 467 2
417 477 -1
417 495 1
418 446 -1
418 454 -1
418 472 -1
418 497 1
419 446 -1
419 468 1
419 500 3
420 469 -1
420 481 1
420 499 2
421 429 3
421 443 -1
421 473 -1
422 424 3
422 433 3
422 452 -1
422 494 -1
422 500 1
423 452 2
423 470 -1
423 481 2
423 485 3
423 489 2
424 446 1
424 487 2
425 426 1
425 435 -1
425 494 3
426 434 1
426 439 1
426 443 -1
426 449 -1
426 470 3
426 499 1
428 469 -1
428 498 -1
429 446 2
429 494 3
429 500 -1
430 433 2
430 442 1
430 473 1
430 485 -1
430 487 -1
431 438 2
431 500 3
432 446 1
432 471 -1
432 484 2
432 494 2
435 484 3
436 440 -1
436 456 -1
436 467 1
436 497 3
437 450 1
437 453 2
437 459 -1
437 465 1
437 468 3
438 486 -1
438 487 1
439 482 3
439 492 -1
440 451 -1
440 467 2
440 468 1
440 481 3
440 487 1
441 462 3
442 455 -1
442 461 -1
442 469 -1
443 460 -1
443 473 3
443 486 -1
444 466 3
445 453 -1
445 466 1
445 500 3
446 463 2
446 491 2
447 455 -1
447 473 1
447 477 2
447 486 2
447 498 3
448 451 3
448 481 3
448 490 3
450 485 -1
450 494 -1
451 467 3
451 474 2
451 478 -1
451 492 1
451 496 -1
453 492 2
454 478 2
454 486 -1
455 494 3
456 468 -1
456 496 1
460 478 -1
461 468 1
461 469 3
462 466 1
462 473 3
462 477 -1
464 467 1
465 468 2
466 467 3
466 497 1
467 475 3
467 497 1
468 481 -1
468 484 2
470 493 -1
471 474 1
471 475 1
471 485 1
473 493 -1
474 495 2
477 499 -1
478 485 1
479 492 3
479 498 3
481 488 2
482 494 3
483 494 2
484 499 -1
485 486 1
485 490 -1
487 489 -1
487 498 2
487 500 3
491 493 2
495 496 1
