generation,continent,pool
75,0,-24040*1 -23828*1 -23804*1 -23684*1 -23640*1 -23560*1 -23496*1 -23280*1 -23248*1 -23172*1 -23148*1 -23128*1 -22860*1 -22772*1 -22752*1 -22660*3 -22592*1 -22572*1 -22548*2 -22472*1 -22428*1 -22416*1 -22316*1 -22308*1 -22304*1 -22136*1 -22040*1 -21968*1 -21948*1 -21912*1 -21808*1 -21796*1 -21760*1 -21672*3 -21660*1 -21640*1 -21616*1 -21552*1 -21492*1 -21460*1 -21372*1 -21348*1 -21272*1 -21260*1 -21216*1 -21164*1 -21140*1 -21116*1 -21084*2 -20972*1 -20948*1 -20928*1 -20896*1 -20836*1 -20792*1 -20616*1 -20328*1 -20192*1 -20148*1 -20004*1 -19848*1 -19472*1 -19260*1 -19096*1 -18964*1 -18108*1
76,0,-24040*1 -23828*1 -23804*1 -23640*1 -23560*1 -23496*1 -23280*1 -23248*1 -23172*1 -23148*1 -23052*1 -22772*1 -22752*1 -22660*3 -22592*1 -22572*1 -22548*2 -22428*1 -22416*1 -22372*1 -22316*1 -22308*2 -22304*1 -22228*1 -22136*1 -22040*1 -21968*1 -21948*1 -21808*1 -21796*1 -21672*3 -21660*1 -21616*1 -21584*1 -21492*1 -21460*1 -21348*1 -21272*1 -21260*1 -21240*1 -21216*1 -21164*1 -21140*1 -21116*1 -21084*1 -20948*1 -20928*1 -20836*1 -20824*1 -20792*2 -20616*1 -20452*1 -20392*1 -20292*1 -20192*1 -20172*1 -20148*1 -20004*1 -19672*1 -19472*1 -19152*1 -19096*1 -18964*1 -18696*1 -18072*1
77,0,-23804*1 -23760*1 -23616*1 -23560*1 -23496*1 -23280*1 -23248*1 -23052*1 -23016*1 -22772*1 -22752*1 -22660*2 -22592*1 -22572*1 -22548*1 -22516*1 -22460*1 -22428*1 -22416*1 -22372*1 -22328*1 -22316*1 -22308*2 -22304*1 -22248*1 -22228*1 -21948*1 -21808*1 -21672*2 -21584*1 -21552*1 -21528*1 -21492*1 -21472*1 -21460*1 -21392*1 -21348*1 -21328*1 -21272*1 -21260*1 -21240*1 -21216*1 -21164*1 -21140*1 -21116*1 -21084*1 -20948*1 -20940*1 -20928*1 -20824*1 -20792*2 -20760*1 -20616*1 -20452*1 -20428*1 -20292*1 -20204*1 -20192*1 -20172*1 -20148*1 -20004*1 -19672*1 -19472*1 -19152*1 -18964*1 -18872*1 -18696*1 -18072*1
78,0,-23760*1 -23560*1 -23280*1 -23248*1 -23196*1 -23084*1 -23052*2 -23016*1 -22772*1 -22752*1 -22660*2 -22572*1 -22548*1 -22516*1 -22428*1 -22416*1 -22372*1 -22360*1 -22328*1 -22316*1 -22308*2 -22248*1 -22228*1 -21996*1 -21948*1 -21808*1 -21672*1 -21660*1 -21584*1 -21572*1 -21552*1 -21528*1 -21472*1 -21460*1 -21392*1 -21348*1 -21328*2 -21272*1 -21240*1 -21216*1 -21184*1 -21164*1 -21140*1 -21116*1 -21084*1 -20948*1 -20940*1 -20928*1 -20824*1 -20792*2 -20616*1 -20452*1 -20428*1 -20292*1 -20172*1 -20148*1 -20092*1 -20008*1 -19660*1 -19472*1 -19316*1 -19172*1 -19152*1 -18964*1 -18072*3
79,0,-23760*1 -23560*1 -23272*1 -23248*1 -23196*1 -23084*1 -23052*2 -23016*1 -22752*1 -22660*1 -22572*1 -22516*1 -22484*1 -22448*1 -22428*1 -22416*1 -22360*1 -22328*1 -22316*1 -22248*1 -22228*2 -21996*1 -21948*1 -21828*1 -21808*1 -21740*1 -21672*1 -21660*1 -21584*1 -21572*1 -21552*1 -21536*1 -21528*1 -21472*1 -21460*1 -21348*1 -21328*2 -21304*1 -21240*1 -21216*1 -21184*1 -21140*1 -21116*1 -21084*1 -20948*1 -20928*1 -20824*1 -20760*1 -20740*1 -20616*1 -20540*1 -20452*1 -20428*1 -20292*1 -20180*1 -20148*1 -20092*1 -20016*1 -19860*1 -19616*1 -19316*1 -19152*2 -18964*2 -18828*1 -18072*3 -16928*1
80,0,-23760*1 -23272*1 -23052*1 -23016*2 -22672*1 -22660*1 -22596*1 -22572*1 -22484*1 -22460*1 -22448*1 -22440*1 -22428*1 -22416*1 -22360*1 -22316*1 -22228*3 -22048*1 -21996*1 -21948*1 -21808*1 -21740*1 -21672*1 -21648*1 -21584*1 -21572*1 -21552*1 -21548*1 -21528*1 -21496*1 -21460*1 -21416*1 -21348*1 -21328*2 -21304*1 -21292*1 -21240*1 -21216*1 -21184*1 -21140*1 -21116*1 -21084*1 -20948*1 -20928*1 -20824*1 -20760*1 -20740*1 -20660*1 -20616*1 -20452*1 -20428*1 -20292*1 -20180*1 -20148*1 -20092*1 -20016*1 -19928*1 -19860*1 -19616*1 -19316*1 -19152*2 -18964*1 -18828*1 -18784*1 -18072*3 -16928*1
81,0,-23760*1 -23052*1 -23016*2 -22836*1 -22660*1 -22596*1 -22484*1 -22460*1 -22440*1 -22428*1 -22416*1 -22364*1 -22360*1 -22316*1 -22272*1 -22228*3 -22096*1 -22048*1 -21996*1 -21948*1 -21808*1 -21672*1 -21648*1 -21584*1 -21528*1 -21496*1 -21460*1 -21416*1 -21348*1 -21328*1 -21304*1 -21292*1 -21272*1 -21240*1 -21216*1 -21136*1 -21116*1 -21084*1 -20948*1 -20940*1 -20824*1 -20820*1 -20796*1 -20760*1 -20740*1 -20624*1 -20616*1 -20596*1 -20492*1 -20452*1 -20428*2 -20292*1 -20180*1 -20148*1 -20092*1 -19860*1 -19616*1 -19564*1 -19460*1 -19316*1 -18964*1 -18828*1 -18784*1 -18460*1 -18384*1 -18072*2 -17540*1 -16928*1
82,0,-23328*1 -23052*1 -23016*2 -22596*1 -22552*1 -22484*1 -22440*1 -22428*1 -22416*1 -22364*1 -22360*1 -22316*1 -22272*1 -22228*3 -22152*1 -22048*1 -22004*1 -21996*1 -21948*1 -21808*1 -21672*1 -21648*1 -21572*1 -21496*1 -21460*1 -21416*1 -21348*1 -21328*1 -21304*1 -21272*1 -21240*1 -21216*1 -21136*1 -21084*1 -21048*1 -20972*1 -20940*1 -20916*1 -20824*2 -20820*1 -20796*1 -20760*1 -20740*1 -20616*1 -20596*1 -20552*1 -20492*1 -20452*1 -20428*2 -20404*1 -20292*1 -20180*1 -20092*1 -20004*1 -19460*1 -19316*1 -19092*1 -18960*1 -18784*1 -18696*1 -18472*1 -18460*1 -18384*1 -18196*1 -18072*2 -17540*1 -16928*1
83,0,-23328*1 -22640*1 -22628*1 -22596*1 -22484*2 -22416*1 -22372*1 -22364*1 -22360*1 -22316*1 -22272*1 -22228*3 -22208*1 -22048*1 -21996*1 -21948*1 -21840*1 -21808*1 -21648*1 -21572*1 -21496*1 -21460*1 -21452*1 -21380*1 -21328*1 -21304*1 -21272*1 -21240*1 -21228*1 -21216*2 -21136*1 -21084*1 -20972*1 -20940*1 -20916*1 -20824*2 -20820*1 -20796*1 -20760*1 -20740*1 -20616*1 -20596*1 -20552*1 -20492*1 -20452*1 -20428*2 -20404*1 -20316*1 -20292*1 -20284*1 -20180*1 -20092*1 -19460*1 -19248*1 -19184*1 -19092*1 -18940*1 -18784*1 -18696*1 -18472*1 -18460*1 -18384*1 -18072*2 -17884*1 -16928*2
84,0,-22640*1 -22628*1 -22548*1 -22528*1 -22484*2 -22416*1 -22360*1 -22272*1 -22228*3 -22208*1 -22116*1 -22048*1 -22036*1 -21996*1 -21840*1 -21808*1 -21648*1 -21572*2 -21496*1 -21464*1 -21460*1 -21380*1 -21328*1 -21304*1 -21272*1 -21240*1 -21228*1 -21216*2 -21192*1 -21084*1 -20940*1 -20916*1 -20824*2 -20820*1 -20796*1 -20760*1 -20740*1 -20616*1 -20552*2 -20492*1 -20452*1 -20428*2 -20372*1 -20316*1 -20292*1 -20284*1 -20180*1 -19960*1 -19460*1 -19328*1 -19252*1 -19248*1 -19184*1 -19092*1 -18940*1 -18584*1 -18472*1 -18384*1 -18152*1 -18072*2 -17884*1 -17684*1 -16928*2
85,0,-22640*1 -22628*1 -22548*1 -22528*1 -22484*1 -22416*1 -22360*2 -22272*1 -22228*2 -22116*1 -22036*1 -21996*1 -21972*1 -21860*1 -21840*1 -21808*1 -21572*2 -21540*1 -21496*1 -21464*1 -21460*1 -21384*1 -21380*1 -21304*1 -21272*1 -21240*1 -21228*1 -21216*1 -21084*1 -20940*1 -20916*2 -20892*1 -20824*2 -20820*1 -20796*1 -20760*1 -20740*1 -20616*1 -20596*1 -20552*2 -20452*1 -20428*2 -20372*1 -20240*1 -20180*1 -19960*1 -19928*1 -19784*1 -19648*1 -19252*1 -19248*2 -19184*1 -19092*1 -19004*1 -18584*1 -18472*1 -18328*1 -18152*1 -18084*1 -18072*1 -17884*1 -17708*1 -17684*1 -16928*1 -16852*1 -15588*1
86,0,-22628*1 -22548*1 -22516*1 -22484*1 -22404*1 -22360*2 -22272*1 -22228*2 -22116*1 -22036*1 -21996*1 -21860*2 -21840*1 -21760*1 -21716*1 -21572*2 -21540*1 -21464*1 -21428*1 -21384*1 -21380*1 -21304*1 -21272*1 -21228*1 -21216*1 -21204*1 -21084*1 -21040*1 -20940*1 -20916*1 -20892*1 -20824*1 -20820*1 -20796*1 -20740*1 -20708*1 -20616*1 -20596*1 -20552*1 -20452*1 -20428*2 -20372*1 -20240*1 -20180*1 -20164*1 -19960*1 -19784*2 -19652*1 -19648*1 -19340*1 -19252*1 -19248*1 -19184*1 -19092*1 -19084*1 -18628*1 -18584*1 -18472*1 -18228*1 -18152*1 -18084*1 -18072*1 -17884*1 -17708*1 -17684*1 -16928*1 -16852*1 -15588*1
87,0,-22628*1 -22548*1 -22472*1 -22404*1 -22360*2 -22228*2 -22116*1 -22036*1 -22028*1 -21860*3 -21840*1 -21760*1 -21672*1 -21572*2 -21540*1 -21484*1 -21464*1 -21428*1 -21384*1 -21380*1 -21304*1 -21272*1 -21228*1 -21084*1 -21040*1 -20940*1 -20916*1 -20892*2 -20820*1 -20796*1 -20740*2 -20708*1 -20616*1 -20608*1 -20596*1 -20552*1 -20428*2 -20240*1 -20220*1 -20180*1 -19960*1 -19928*1 -19784*2 -19648*1 -19604*1 -19564*1 -19252*1 -19092*1 -19084*1 -19016*1 -18872*1 -18628*1 -18416*1 -18252*1 -18228*1 -18152*1 -18084*2 -18072*1 -17884*1 -17708*1 -17684*1 -16928*1 -16852*1 -15588*1
88,0,-22548*1 -22416*1 -22404*1 -22384*1 -22360*2 -22228*2 -22116*1 -22036*1 -22028*1 -21860*3 -21840*1 -21760*1 -21672*1 -21572*2 -21484*1 -21464*1 -21428*1 -21384*1 -21380*1 -21304*1 -21272*1 -21092*1 -21084*1 -21040*1 -20940*1 -20916*1 -20892*1 -20796*1 -20772*1 -20740*2 -20708*1 -20616*1 -20608*1 -20596*1 -20552*1 -20428*2 -20304*1 -20240*1 -20196*1 -19984*1 -19960*1 -19816*1 -19784*2 -19776*1 -19604*1 -19572*1 -19564*1 -19252*1 -19084*1 -18628*1 -18596*1 -18464*1 -18152*1 -18104*1 -18084*2 -18040*1 -17820*1 -17708*1 -17696*1 -17684*2 -17416*1 -16928*1 -16852*1 -15588*1
89,0,-22548*1 -22416*1 -22384*1 -22360*2 -22228*2 -22116*1 -22084*1 -22028*1 -21860*3 -21840*1 -21672*1 -21636*1 -21572*2 -21464*1 -21428*1 -21384*1 -21380*1 -21372*1 -21304*1 -21272*1 -21140*1 -21092*1 -21084*1 -21040*1 -20940*1 -20916*1 -20892*1 -20796*1 -20772*1 -20740*2 -20608*1 -20552*1 -20428*2 -20304*1 -20240*1 -20072*1 -19984*2 -19960*1 -19816*1 -19784*2 -19776*1 -19720*1 -19596*1 -19572*1 -19564*1 -18960*1 -18628*1 -18540*1 -18484*1 -18464*1 -18384*1 -18152*1 -18096*1 -18084*2 -18040*1 -17708*1 -17696*1 -17684*2 -17440*1 -16928*1 -16852*2 -15588*1
90,0,-22416*1 -22384*1 -22360*2 -22228*1 -22084*1 -22072*1 -22040*1 -22028*1 -21860*3 -21840*1 -21672*1 -21636*1 -21628*1 -21572*1 -21428*2 -21384*1 -21380*1 -21372*1 -21304*1 -21272*1 -21140*1 -21092*1 -21084*1 -20940*1 -20916*1 -20908*1 -20892*1 -20872*1 -20796*1 -20772*1 -20740*2 -20608*1 -20552*1 -20428*2 -20304*1 -20240*1 -20072*1 -19984*2 -19960*1 -19784*1 -19776*1 -19720*1 -19692*1 -19652*1 -19572*1 -19564*1 -18708*1 -18640*1 -18628*1 -18540*1 -18484*1 -18384*1 -18152*1 -18096*1 -18084*2 -18040*2 -17696*1 -17684*2 -17396*1 -17096*1 -16928*1 -16852*2 -15588*1
91,0,-22416*1 -22360*2 -22328*1 -22228*1 -22084*1 -22072*1 -22028*1 -21860*3 -21716*1 -21672*1 -21636*1 -21628*1 -21572*1 -21540*1 -21428*2 -21384*1 -21372*1 -21304*1 -21272*1 -21140*1 -21092*1 -21028*1 -20940*1 -20908*1 -20892*1 -20872*1 -20796*1 -20772*1 -20740*1 -20608*1 -20552*1 -20428*2 -20416*1 -20372*1 -20304*1 -20240*1 -20220*1 -19984*2 -19784*1 -19776*1 -19740*1 -19728*1 -19692*1 -19652*1 -19572*1 -19564*1 -18964*1 -18708*1 -18540*1 -18484*1 -18384*1 -18208*1 -18152*1 -18096*1 -18084*2 -18040*1 -18028*1 -17696*1 -17684*2 -17396*1 -17296*1 -17096*1 -16928*1 -16852*1 -16440*1 -15588*1
92,0,-22416*1 -22360*1 -22328*1 -22228*1 -22084*1 -22072*1 -22028*1 -21860*3 -21816*1 -21716*1 -21672*1 -21636*1 -21628*1 -21572*1 -21428*2 -21384*1 -21304*1 -21272*1 -21092*1 -21028*1 -20940*1 -20892*1 -20872*1 -20808*1 -20796*1 -20760*1 -20740*1 -20660*1 -20616*1 -20608*1 -20552*1 -20428*2 -20416*1 -20384*1 -20372*1 -20304*1 -20240*1 -20220*1 -19984*2 -19784*1 -19776*1 -19740*1 -19728*1 -19652*1 -19572*1 -19564*1 -19552*1 -18964*1 -18708*1 -18540*1 -18384*1 -18352*1 -18152*1 -18084*2 -18040*1 -17684*2 -17396*1 -17296*2 -17096*1 -17084*1 -16928*1 -16884*1 -16852*1 -16596*1 -15896*1 -15588*1
93,0,-22416*1 -22360*1 -22328*1 -22172*1 -22084*1 -22072*1 -22028*1 -21860*3 -21816*1 -21672*1 -21572*1 -21428*1 -21420*1 -21384*1 -21304*1 -21272*1 -21092*1 -21028*1 -21016*1 -20940*1 -20904*1 -20892*1 -20872*1 -20808*1 -20760*1 -20660*1 -20616*1 -20608*1 -20552*1 -20520*1 -20428*2 -20416*1 -20384*1 -20376*1 -20372*1 -20240*1 -20220*1 -20108*1 -19984*2 -19776*1 -19740*1 -19728*1 -19572*1 -19564*1 -19552*2 -19420*1 -19008*1 -18908*1 -18540*1 -18384*1 -18352*1 -18132*1 -18084*2 -18040*1 -17820*1 -17396*1 -17296*2 -17228*1 -17128*1 -17096*1 -16928*1 -16884*1 -16852*1 -16384*1 -15940*1 -15896*1 -15588*1
94,0,-22416*1 -22360*1 -22304*1 -22172*1 -22072*1 -22028*1 -21860*2 -21740*1 -21572*1 -21564*1 -21428*1 -21420*1 -21384*2 -21304*1 -21272*1 -21092*1 -21028*1 -21016*1 -20940*1 -20908*1 -20904*1 -20892*1 -20872*1 -20808*1 -20760*1 -20660*1 -20616*1 -20584*1 -20552*1 -20520*1 -20428*2 -20416*1 -20376*1 -20372*1 -20220*1 -20152*1 -20108*1 -20040*1 -19984*2 -19728*1 -19572*1 -19564*1 -19552*1 -19420*2 -18908*1 -18808*1 -18628*1 -18540*1 -18452*1 -18384*1 -18352*1 -18132*1 -18084*2 -17752*1 -17740*1 -17396*1 -17296*2 -17128*1 -17096*1 -16928*1 -16884*2 -16684*1 -16384*1 -15940*1 -15896*1 -15588*1
95,0,-22416*1 -22304*1 -22172*2 -22072*1 -22028*1 -21860*2 -21572*1 -21564*1 -21428*1 -21384*2 -21304*1 -21272*1 -21164*1 -21140*1 -21016*1 -20940*1 -20908*1 -20904*1 -20872*1 -20808*1 -20760*1 -20660*1 -20616*1 -20596*1 -20552*1 -20520*1 -20428*2 -20416*1 -20376*1 -20372*1 -20220*1 -20152*1 -20116*1 -20108*1 -20104*1 -20040*1 -19984*2 -19728*1 -19608*1 -19552*1 -19420*2 -19360*1 -18976*1 -18908*1 -18808*1 -18628*1 -18540*1 -18452*1 -18384*1 -18052*1 -17972*1 -17752*1 -17740*1 -17644*1 -17408*1 -17296*2 -17128*1 -17096*1 -16928*1 -16884*2 -16728*1 -16684*1 -16384*1 -15940*1 -15896*1 -15588*1
96,0,-22416*1 -22304*1 -22172*1 -22028*1 -21860*2 -21596*1 -21572*1 -21564*1 -21452*1 -21428*1 -21384*2 -21304*1 -21272*1 -21164*1 -21016*1 -20940*1 -20904*1 -20872*1 -20796*1 -20760*1 -20660*1 -20616*1 -20596*1 -20552*1 -20520*1 -20516*1 -20428*2 -20416*1 -20408*1 -20376*1 -20372*1 -20220*1 -20116*1 -20108*1 -20104*1 -20040*1 -19984*2 -19448*1 -19420*2 -19128*1 -19052*1 -18976*1 -18972*1 -18908*1 -18628*1 -18540*1 -18452*1 -18384*1 -18208*1 -18052*1 -17996*1 -17972*1 -17752*1 -17740*1 -17644*1 -17408*1 -17296*2 -17096*1 -16884*2 -16728*1 -16440*1 -16384*1 -16164*1 -15984*1 -15896*1 -15588*1 -15320*1
97,0,-22416*1 -22304*1 -22060*1 -21860*2 -21604*1 -21596*1 -21564*1 -21452*1 -21384*2 -21304*1 -21272*1 -21164*1 -21040*1 -21016*1 -20908*1 -20760*1 -20660*1 -20648*1 -20616*1 -20552*1 -20528*1 -20520*1 -20516*1 -20484*1 -20428*2 -20416*1 -20408*1 -20384*1 -20376*1 -20372*1 -20108*1 -20040*1 -19984*2 -19928*1 -19772*1 -19548*1 -19504*1 -19420*2 -19208*1 -19128*1 -19052*1 -18976*1 -18972*1 -18908*1 -18628*1 -18540*1 -18452*1 -18384*1 -18208*1 -18052*1 -17972*1 -17752*1 -17740*1 -17644*1 -17408*1 -17364*1 -17296*2 -17096*1 -16884*1 -16728*1 -16440*1 -16240*1 -15984*1 -15896*1 -15832*1 -15676*1 -15588*1 -15320*1
98,0,-22304*1 -22060*1 -21992*1 -21860*2 -21604*1 -21564*1 -21452*1 -21392*1 -21384*2 -21304*1 -21272*1 -21164*1 -21040*1 -21016*1 -20908*1 -20760*1 -20648*1 -20552*1 -20520*1 -20516*1 -20484*1 -20428*2 -20416*1 -20408*1 -20396*1 -20384*1 -20376*1 -20372*1 -19984*3 -19928*1 -19804*1 -19772*1 -19752*1 -19548*1 -19540*1 -19504*1 -19420*1 -19208*1 -19028*1 -18976*1 -18908*1 -18664*1 -18628*1 -18540*1 -18452*1 -18232*1 -18208*1 -17972*1 -17752*1 -17740*1 -17728*1 -17652*1 -17644*1 -17632*1 -17408*1 -17296*2 -17096*1 -16884*1 -16728*1 -16596*1 -16440*1 -16240*1 -15908*1 -15896*1 -15832*1 -15676*1 -15320*1 -14944*1
99,0,-22304*1 -22060*1 -21992*1 -21628*1 -21604*1 -21564*1 -21452*1 -21392*1 -21384*2 -21304*2 -21272*1 -21164*1 -21016*1 -20908*1 -20760*1 -20648*1 -20552*1 -20520*1 -20516*1 -20472*1 -20428*2 -20416*1 -20408*1 -20396*1 -20384*1 -20172*1 -20016*1 -19984*3 -19928*1 -19640*1 -19616*1 -19548*1 -19504*1 -19208*1 -19196*1 -19172*1 -19028*1 -18976*1 -18908*1 -18864*1 -18664*1 -18628*1 -18616*1 -18540*1 -18452*1 -18232*1 -17996*1 -17972*1 -17752*1 -17740*1 -17728*1 -17652*1 -17632*1 -17408*1 -17296*2 -17284*1 -16728*1 -16596*1 -16476*1 -16440*2 -16240*1 -15908*1 -15896*1 -15832*1 -15676*1 -14944*1 -14632*1
100,0,-22060*1 -21992*1 -21628*1 -21392*1 -21384*2 -21372*1 -21304*2 -21272*1 -21260*1 -21164*1 -21016*1 -20908*1 -20876*1 -20760*1 -20672*1 -20648*1 -20552*1 -20520*1 -20472*2 -20428*1 -20416*1 -20408*1 -20396*1 -20384*1 -20228*1 -20172*1 -20016*1 -19984*3 -19548*1 -19396*1 -19352*1 -19208*1 -19196*1 -19172*1 -19028*1 -18996*1 -18976*1 -18952*1 -18908*1 -18664*1 -18628*1 -18616*1 -18232*1 -18040*1 -17996*1 -17972*1 -17828*1 -17752*1 -17740*1 -17728*1 -17652*1 -17632*1 -17540*1 -17408*1 -17296*2 -16740*1 -16728*1 -16596*1 -16440*2 -16240*1 -16220*1 -15908*1 -15896*1 -15832*1 -15676*1 -14944*1 -14632*1
101,0,-22060*1 -21652*1 -21628*1 -21392*1 -21384*2 -21304*2 -21272*1 -21164*1 -21116*1 -21016*1 -20908*1 -20876*1 -20764*1 -20760*1 -20672*1 -20572*1 -20552*1 -20520*1 -20472*2 -20428*1 -20416*1 -20408*1 -20396*1 -20284*1 -20228*1 -20172*1 -20016*1 -19984*3 -19352*1 -19340*1 -19208*1 -19196*1 -19172*1 -18996*1 -18984*1 -18952*1 -18664*1 -18616*1 -18608*1 -18584*1 -18264*1 -18064*1 -18040*1 -17996*1 -17984*1 -17972*1 -17828*1 -17752*1 -17740*1 -17728*1 -17652*1 -17596*1 -17296*2 -16808*1 -16784*1 -16740*1 -16728*1 -16596*1 -16440*1 -16240*1 -16220*1 -15908*1 -15896*1 -15832*2 -15408*1 -14944*1 -14632*1
102,0,-21960*1 -21652*1 -21628*1 -21392*1 -21384*1 -21328*1 -21304*2 -21272*1 -20928*1 -20908*1 -20764*1 -20760*1 -20684*1 -20672*1 -20652*1 -20552*1 -20548*1 -20520*1 -20472*3 -20428*1 -20416*1 -20408*1 -20284*1 -20228*1 -20204*1 -19984*3 -19672*1 -19296*1 -19208*1 -19196*1 -19172*1 -19028*1 -18996*1 -18984*1 -18896*1 -18664*1 -18636*1 -18616*1 -18608*1 -18328*1 -18264*1 -18040*1 -17996*1 -17984*1 -17972*1 -17828*1 -17740*1 -17728*1 -17652*1 -17596*1 -17296*3 -17152*1 -16808*1 -16784*1 -16740*1 -16652*1 -16596*1 -16440*1 -16220*1 -15908*1 -15896*1 -15832*2 -15564*1 -15408*1 -14944*1 -14632*1
103,0,-21960*1 -21652*1 -21616*1 -21392*1 -21384*1 -21328*1 -21304*2 -20928*1 -20908*1 -20760*1 -20684*1 -20652*1 -20584*1 -20552*1 -20520*1 -20472*3 -20428*1 -20408*1 -20248*1 -20240*1 -20228*3 -20204*1 -19984*3 -19708*1 -19328*1 -19208*1 -19196*1 -19028*1 -19016*1 -18996*1 -18984*1 -18896*1 -18684*1 -18664*1 -18636*1 -18616*1 -18608*1 -18328*1 -18264*1 -18040*1 -17996*1 -17984*1 -17972*1 -17828*1 -17728*1 -17652*1 -17596*1 -17296*2 -17196*1 -17152*1 -16784*1 -16740*2 -16652*2 -16440*1 -16220*1 -16152*1 -15896*1 -15832*2 -15664*1 -15564*1 -14944*1 -14632*2
104,0,-21960*1 -21652*1 -21616*1 -21384*1 -21328*1 -21304*2 -20928*1 -20908*1 -20704*1 -20684*1 -20652*1 -20584*1 -20520*1 -20472*2 -20440*1 -20428*1 -20408*1 -20248*1 -20240*1 -20228*2 -20204*1 -20084*1 -19984*3 -19784*1 -19708*1 -19376*1 -19196*1 -19140*1 -19116*1 -19016*1 -18984*1 -18940*1 -18896*2 -18684*1 -18664*1 -18636*1 -18616*1 -18464*1 -18328*1 -18264*1 -18040*1 -17996*1 -17984*1 -17972*1 -17828*1 -17728*1 -17652*1 -17508*1 -17296*2 -16740*2 -16652*2 -16552*1 -16440*3 -16152*1 -16108*1 -15832*2 -15796*1 -15664*1 -15564*1 -14632*3
105,0,-21684*1 -21652*1 -21384*1 -21328*1 -20928*2 -20772*1 -20704*1 -20684*1 -20652*1 -20576*1 -20520*1 -20472*2 -20428*1 -20408*1 -20240*2 -20236*1 -20228*2 -20204*1 -20084*1 -20016*1 -19984*3 -19896*1 -19784*1 -19708*1 -19376*1 -19196*1 -19140*1 -19116*1 -19016*1 -18984*1 -18940*1 -18896*1 -18664*1 -18636*1 -18616*1 -18464*1 -18360*1 -18296*1 -18264*1 -18040*1 -17996*1 -17984*1 -17796*1 -17784*1 -17728*1 -17672*1 -17296*2 -17276*1 -16996*1 -16740*2 -16652*1 -16552*1 -16440*3 -16208*1 -16152*1 -15832*2 -15796*1 -15776*1 -15664*1 -15564*1 -14632*4
106,0,-21684*1 -21384*2 -20928*2 -20772*1 -20684*1 -20652*1 -20616*1 -20576*1 -20472*2 -20428*1 -20408*1 -20240*2 -20228*2 -20204*1 -20084*1 -20072*1 -20016*1 -19984*3 -19940*1 -19896*1 -19784*1 -19708*1 -19528*1 -19376*1 -19016*1 -18896*1 -18796*1 -18664*1 -18636*1 -18528*1 -18504*1 -18484*1 -18360*1 -18296*2 -18264*1 -18108*1 -18040*1 -17996*1 -17984*1 -17940*1 -17796*1 -17784*1 -17684*1 -17672*1 -17296*1 -17276*1 -16996*1 -16828*1 -16740*2 -16652*1 -16552*1 -16440*2 -16008*1 -15832*2 -15776*1 -15720*1 -15664*3 -15564*1 -14632*4
107,0,-21684*1 -21384*1 -20928*2 -20872*1 -20772*1 -20684*1 -20652*1 -20616*1 -20576*1 -20472*2 -20408*1 -20240*2 -20228*2 -20204*1 -20084*1 -20072*1 -20016*1 -19984*3 -19752*1 -19708*1 -19528*1 -19384*1 -19296*1 -19016*1 -18884*1 -18740*1 -18664*1 -18636*1 -18504*1 -18484*2 -18296*4 -18264*1 -18240*1 -18108*1 -17996*1 -17984*1 -17940*1 -17796*1 -17784*1 -17684*1 -17596*1 -17296*1 -17240*1 -17028*1 -16996*1 -16828*1 -16740*1 -16652*1 -16440*2 -16008*1 -15852*1 -15832*3 -15720*1 -15664*3 -15564*2 -14632*4
108,0,-21308*1 -20928*1 -20872*1 -20772*1 -20684*1 -20664*1 -20652*1 -20616*1 -20576*1 -20472*1 -20408*1 -20340*1 -20240*2 -20228*2 -20204*1 -20084*1 -20072*1 -20016*1 -19984*3 -19916*1 -19752*1 -19664*1 -19384*1 -19296*1 -18740*1 -18720*1 -18684*1 -18508*1 -18504*1 -18484*2 -18372*1 -18296*4 -18264*1 -18108*1 -17996*1 -17940*2 -17884*1 -17796*1 -17684*1 -17596*1 -17496*1 -17240*1 -17196*1 -17028*1 -17008*1 -16996*1 -16828*1 -16740*1 -16652*1 -16440*2 -15908*1 -15852*1 -15832*3 -15720*1 -15664*2 -15564*3 -14632*4
109,0,-21308*1 -20928*1 -20872*1 -20716*1 -20664*1 -20652*1 -20576*1 -20540*1 -20472*1 -20408*1 -20340*1 -20240*2 -20228*3 -20204*1 -20084*1 -20072*1 -19984*3 -19916*1 -19664*1 -19572*1 -19384*1 -19296*1 -19052*1 -18720*1 -18684*1 -18508*1 -18504*1 -18484*2 -18372*1 -18296*3 -18264*1 -17996*1 -17940*2 -17884*1 -17832*1 -17684*1 -17596*2 -17496*1 -17240*1 -17152*2 -17096*1 -17008*1 -16996*2 -16828*1 -16740*1 -16652*1 -16440*1 -15908*1 -15832*3 -15720*2 -15664*2 -15564*4 -14632*4
110,0,-21308*1 -20928*1 -20872*1 -20716*1 -20664*1 -20652*1 -20472*1 -20408*1 -20352*1 -20340*1 -20240*2 -20228*3 -20204*1 -20072*1 -19984*3 -19928*1 -19916*1 -19572*1 -19476*1 -19384*1 -19052*1 -19028*1 -18720*1 -18628*1 -18508*1 -18484*2 -18372*1 -18296*4 -18028*1 -17996*1 -17964*1 -17940*2 -17884*1 -17752*1 -17684*1 -17596*1 -17496*1 -17240*1 -17152*2 -17096*1 -17008*1 -16996*1 -16928*1 -16652*1 -16452*1 -16440*1 -15832*1 -15720*5 -15664*2 -15564*5 -15240*1 -14632*4
